price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model,age,km_per_year
138000,166323,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2016.0,Red, Abu Dhabi,Xdrive50i,bmw,x6,10.0,16632.3
229000,152000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,White, Dubai,G 63 AMG,mercedes-benz,g-class,10.0,15200.0
48000,118000,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,White, Dubai,EX,kia,sportage,10.0,11800.0
57000,154203,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Black, Abu Dhabi,Sahara,jeep,wrangler,13.0,11861.76923076923
58000,150000,"A bit of wear & tear, all repaired","Minor faults, all fixed",Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2017.0,White, Dubai,RS,honda,civic,9.0,16666.666666666668
104900,138688,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,White, Dubai,GX MID,toyota,prado,11.0,12608.0
119000,30698,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2018.0,Blue, Dubai,Sport,jeep,wrangler-unlimited,8.0,3837.25
329750,29125,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Coupe,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2020.0,Blue, Dubai,CLS 350,mercedes-benz,cls-class,6.0,4854.166666666667
11000,243663,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2010.0,Grey, Dubai,GL,mitsubishi,lancer,16.0,15228.9375
31000,72567,Perfect inside and out,Perfect inside and out,Dealer,Sedan,3.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2019.0,White, Dubai,Other,mitsubishi,attrage,7.0,10366.714285714286
55000,260000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Manual Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2005.0,Gold, Dubai,Super Safari,nissan,patrol,21.0,12380.952380952382
484900,10000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,650.0,Gasoline,Left Hand Side,2020.0,White, Dubai,X5M Competition,bmw,x5,6.0,1666.6666666666667
159900,95959,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2015.0,Red, Dubai,Stingray,chevrolet,corvette,11.0,8723.545454545454
70000,54729,Perfect inside and out,"Minor faults, all fixed",Owner,Hatchback,4.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2019.0,Grey, Dubai,Cooper S,mini,cooper,7.0,7818.428571428572
268000,7000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2020.0,Grey, Dubai,Standard,porsche,macan,6.0,1166.6666666666667
59000,69000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2019.0,White, Dubai,SE,mazda,3,7.0,9857.142857142857
105000,122000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,White, Dubai,Limited,toyota,sequoia,11.0,11090.90909090909
160000,67705,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2019.0,Grey, Dubai,Prado VXR,toyota,prado,7.0,9672.142857142857
35000,69000,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,Yellow, Abu Dhabi,Trend,ford,ecosport,10.0,6900.0
405000,17230,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8.0,Automatic Transmission,GCC Specs,750.0,Gasoline,Left Hand Side,2018.0,Black, Dubai,Shelby,ford,f-series-pickup,8.0,2153.75
355000,72182,Perfect inside and out,Perfect inside and out,Owner,Coupe,6.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2015.0,White, Dubai,Turbo,porsche,carrera,11.0,6562.0
226990,12079,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2021.0,White, Dubai,C200,mercedes-benz,c-class,5.0,2415.8
24500,162000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2012.0,Grey, Dubai,EX,honda,accord,14.0,11571.42857142857
57000,127650,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,6.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2015.0,Black, Dubai,V6,ford,mustang,11.0,11604.545454545454
209000,112000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2017.0,Silver, Dubai,Vogue HSE,land-rover,range-rover,9.0,12444.444444444445
39900,142000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2014.0,Black, Dubai,Other,toyota,camry,12.0,11833.333333333334
173000,18000,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2021.0,Grey, Dubai,1500 LT Trail Boss,chevrolet,silverado,5.0,3600.0
63000,220000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Blue, Dubai,SV,nissan,maxima,10.0,22000.0
13500,197000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2011.0,White, Dubai,Limited Edition,peugeot,308,15.0,13133.333333333334
379000,17496,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2021.0,White, Dubai,L,audi,a8,5.0,3499.2
205000,164000,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2017.0,Black, Dubai,Other,ford,f-series-pickup,9.0,18222.222222222223
165000,105000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2017.0,Black, Sharjah,Xdrive35i,bmw,x6,9.0,11666.666666666666
215000,32000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8.0,Automatic Transmission,GCC Specs,750.0,Gasoline,Left Hand Side,2015.0,Green, Sharjah,SRT8 Hellcat,dodge,challenger,11.0,2909.090909090909
95900,250711,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2012.0,Grey, Dubai,Full Option,lexus,lx-series,14.0,17907.928571428572
89500,95000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2018.0,White, Dubai,GTi,volkswagen,gti,8.0,11875.0
21900,220000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2008.0,Black, Dubai,Supercharged,land-rover,range-rover-sport,18.0,12222.222222222223
189000,43000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,European Specs,350.0,Gasoline,Left Hand Side,2020.0,Blue, Dubai,AMG A 35,mercedes-benz,a-class,6.0,7166.666666666667
69500,61000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,White, Dubai,Denali,gmc,terrain,10.0,6100.0
79000,243729,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,White, Dubai,Other,nissan,patrol,12.0,20310.75
249950,94000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2018.0,White, Dubai,GLE 43 AMG,mercedes-benz,gle-coupe,8.0,11750.0
95000,33800,Perfect inside and out,Perfect inside and out,Owner,Sedan,3.0,Automatic Transmission,GCC Specs,950.0,Gasoline,Left Hand Side,2018.0,Grey, Dubai,318i,bmw,3-series,8.0,4225.0
450000,101845,Perfect inside and out,Perfect inside and out,Owner,Coupe,12.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Other Color, Dubai,Standard,rolls-royce,ghost,13.0,7834.2307692307695
72999,105236,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,European Specs,250.0,Gasoline,Left Hand Side,2014.0,Purple, Dubai,CLA250,mercedes-benz,cla,12.0,8769.666666666666
13000,219000,Perfect inside and out,"Minor faults, all fixed",Owner,Coupe,6.0,Automatic Transmission,Other,450.0,Gasoline,Left Hand Side,2003.0,White, Dubai,CLK 350,mercedes-benz,clk-class,23.0,9521.739130434782
215000,39500,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,White, Dubai,S 400,mercedes-benz,s-class,11.0,3590.909090909091
53000,43000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2017.0,Burgundy, Dubai,GLS Plus,hyundai,tucson,9.0,4777.777777777777
168000,148681,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2015.0,White, Dubai,Vogue,land-rover,range-rover,11.0,13516.454545454546
105000,149631,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2015.0,White, Dubai,GL 500 4matic,mercedes-benz,gl-class,11.0,13602.818181818182
22000,368000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2010.0,White,Sharjah,GLS,mitsubishi,pajero,16.0,23000.0
23000,226000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2011.0,Silver, Sharjah,Other,lincoln,navigator,15.0,15066.666666666666
57999,139120,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2013.0,Gold, Dubai,650i,bmw,6-series,13.0,10701.538461538461
120000,161581,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,White, Dubai,SE Platinum,nissan,patrol,11.0,14689.181818181818
73000,89442,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2015.0,White, Dubai,2SS,chevrolet,camaro,11.0,8131.090909090909
131900,118500,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,Silver, Dubai,Luxury,infiniti,q80,10.0,11850.0
155000,188000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2017.0,Green, Dubai,Nismo,nissan,patrol,9.0,20888.88888888889
149000,169000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,Grey, Dubai,HSE,land-rover,range-rover-sport,10.0,16900.0
265000,100000,Perfect inside and out,Perfect inside and out,Owner,Coupe,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2015.0,White, Al Ain,Other,bentley,continental-gt,11.0,9090.90909090909
49000,151326,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2013.0,Red, Abu Dhabi,HSE,land-rover,lr4,13.0,11640.461538461539
79000,17387,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,4.0,Manual Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2018.0,White, Dubai,Double Cab GLX AWD P,toyota,hilux,8.0,2173.375
88000,43400,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2020.0,Grey, Dubai,S,nissan,x-trail,6.0,7233.333333333333
350000,26950,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2017.0,Grey, Dubai,4S,porsche,panamera,9.0,2994.4444444444443
48000,44000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2018.0,Blue, Dubai,Lounge,fiat,fiat-500,8.0,5500.0
85000,150339,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,White, Dubai,ML 350,mercedes-benz,m-class,12.0,12528.25
47000,157222,Perfect inside and out,"Minor faults, all fixed",Owner,Soft Top Convertible,6.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2015.0,Orange, Dubai,Standard,ford,mustang,11.0,14292.90909090909
79000,80069,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,Grey, Dubai,SHO,ford,taurus,10.0,8006.9
40000,74000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2018.0,Red, Sharjah,Limited,jeep,compass,8.0,9250.0
48000,180461,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,White, Sharjah,SV,nissan,pathfinder,12.0,15038.416666666666
55600,119750,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Blue, Dubai,Premium,infiniti,q50,10.0,11975.0
70000,156434,Perfect inside and out,Perfect inside and out,Dealer,Sedan,3.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2018.0,White, Dubai,318i,bmw,3-series,8.0,19554.25
80000,40555,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,White, Dubai,Sport,jeep,wrangler,12.0,3379.5833333333335
79000,135000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Grey, Dubai,Other,audi,s3rs3,10.0,13500.0
99900,54132,"No accidents, very few faults",Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2018.0,Brown, Dubai,GT Line,peugeot,3008,8.0,6766.5
213000,2136,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2021.0,Grey, Dubai,Rubicon,jeep,gladiator,5.0,427.2
27000,159000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2011.0,Grey, Dubai,HSE,land-rover,lr2,15.0,10600.0
145000,152000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2014.0,Black, Sharjah,Vogue HSE,land-rover,range-rover,12.0,12666.666666666666
309000,24000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2020.0,Grey, Dubai,Other,ford,pickup,6.0,4000.0
33000,190180,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2011.0,Grey, Dubai,Other,audi,a5,15.0,12678.666666666666
112000,0,Perfect inside and out,Perfect inside and out,Dealer,Crossover,6.0,Automatic Transmission,GCC Specs,250.0,Electric,Left Hand Side,2021.0,Blue, Dubai,Crozz,volkswagen,id4,5.0,0.0
69500,143000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2013.0,Silver, Dubai,HSE,land-rover,range-rover-sport,13.0,11000.0
45000,208954,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Silver, Dubai,Other,nissan,pathfinder,11.0,18995.81818181818
109000,106000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,White, Dubai,HSE Luxury,land-rover,discovery-sport,10.0,10600.0
85000,76201,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2019.0,White, Dubai,GLS,mitsubishi,pajero,7.0,10885.857142857143
202752,29,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,European Specs,250.0,Gasoline,Left Hand Side,2020.0,Grey, Dubai,Other,land-rover,discovery,6.0,4.833333333333333
49000,230000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,Japanese Specs,250.0,Gasoline,Left Hand Side,1983.0,Blue, Dubai,E 280,mercedes-benz,e-class,43.0,5348.837209302325
233000,38230,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,North American Specs,450.0,Gasoline,Left Hand Side,2020.0,Grey, Dubai,GLE 350,mercedes-benz,gle-class,6.0,6371.666666666667
68000,260000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2013.0,White, Dubai,SE,nissan,patrol,13.0,20000.0
59999,149624,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2017.0,Grey, Dubai,GLS,mitsubishi,pajero,9.0,16624.88888888889
62000,125000,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Red, Dubai,FX4,ford,f-series-pickup,13.0,9615.384615384615
135000,55000,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,12.0,Automatic Transmission,North American Specs,550.0,Gasoline,Left Hand Side,2007.0,Blue, Dubai,Other,bentley,continental-gt,19.0,2894.7368421052633
179000,123000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2015.0,Black, Dubai,Supercharged,land-rover,range-rover-sport,11.0,11181.818181818182
75000,151502,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2011.0,Blue, Dubai,Other,porsche,panamera,15.0,10100.133333333333
78000,63003,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2020.0,White, Dubai,GL,hyundai,tucson,6.0,10500.5
158000,152000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Black, Sharjah,Autobiography Ultimate Edition,land-rover,range-rover,11.0,13818.181818181818
52000,229000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2012.0,White, Dubai,E 63 AMG,mercedes-benz,e-class,14.0,16357.142857142857
95000,28171,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,Other,350.0,Gasoline,Left Hand Side,1964.0,Blue, Dubai,Other,cadillac,dtsde-ville,62.0,454.3709677419355
19000,154000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2016.0,Black, Sharjah,Standard,peugeot,208,10.0,15400.0
55000,102000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,Black, Dubai,Sport,ford,edge,12.0,8500.0
14000,184000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,Other,250.0,Gasoline,Left Hand Side,2007.0,Gold, Sharjah,Other,lincoln,town-car,19.0,9684.21052631579
18000,229,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2012.0,Black,Abu Dhabi,LTS,ford,escape,14.0,16.357142857142858
55000,126716,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,White, Dubai,Other,honda,pilot,11.0,11519.636363636364
260000,94635,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2015.0,Blue, Dubai,Other,bentley,continental-gt,11.0,8603.181818181818
38000,161000,"No accidents, very few faults","Minor faults, all fixed",Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,Black, Dubai,GLS,mitsubishi,outlander,12.0,13416.666666666666
82000,69000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,Japanese Specs,350.0,Gasoline,Left Hand Side,2014.0,White, Dubai,E400,mercedes-benz,e-class,12.0,5750.0
55000,130061,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,Silver, Abu Dhabi,Other,hyundai,genesis,11.0,11823.727272727272
62000,155000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2006.0,Black, Dubai,SUV,hummer,h2,20.0,7750.0
49900,91503,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2015.0,Silver, Dubai,Other,honda,accord,11.0,8318.454545454546
399000,63197,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,SUV,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2019.0,Black, Abu Dhabi,S,porsche,cayenne,7.0,9028.142857142857
99000,25000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,North American Specs,550.0,Gasoline,Left Hand Side,2019.0,Grey, Dubai,SRT 392,dodge,charger,7.0,3571.4285714285716
190000,112680,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2016.0,Black, Dubai,xDrive50i M Sport,bmw,x5,10.0,11268.0
59900,96000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Black, Dubai,Standard,cadillac,ats,10.0,9600.0
67000,110000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2011.0,Purple, Dubai,Standard,porsche,cayenne,15.0,7333.333333333333
27000,202000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2013.0,White, Dubai,Limited,ford,edge,13.0,15538.461538461539
28999,150000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Silver, Dubai,SL,nissan,murano,13.0,11538.461538461539
135000,46194,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Coupe,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2018.0,Black, Dubai,420i,bmw,4-series,8.0,5774.25
120000,30236,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2015.0,White, Abu Dhabi,750Li,bmw,7-series,11.0,2748.7272727272725
30000,201000,"No accidents, very few faults","Minor faults, all fixed",Owner,Hatchback,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2014.0,White, Dubai,GLS,hyundai,veloster,12.0,16750.0
288000,81000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,European Specs,250.0,Gasoline,Left Hand Side,2017.0,Black, Dubai,G 63 AMG,mercedes-benz,g-class,9.0,9000.0
18500,228000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2005.0,Blue, Dubai,Full Option,lexus,rx-series,21.0,10857.142857142857
369000,21000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8.0,Automatic Transmission,GCC Specs,650.0,Gasoline,Left Hand Side,2013.0,Red, Dubai,F149,ferrari,california,13.0,1615.3846153846155
60000,149706,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Silver, Dubai,SL,nissan,pathfinder,11.0,13609.636363636364
85000,32299,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2020.0,Red, Abu Dhabi,S 4WD,nissan,x-trail,6.0,5383.166666666667
184000,83200,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2018.0,Blue, Dubai,E400,mercedes-benz,e-class,8.0,10400.0
129000,19000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2020.0,Black, Ajman,3.8 V6 4WD,hyundai,palisade,6.0,3166.6666666666665
385000,30000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2019.0,White, Dubai,S 560 4MATIC,mercedes-benz,s-class,7.0,4285.714285714285
95000,183000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,White, Sharjah,GTS,porsche,cayenne,13.0,14076.923076923076
